Prod_ID,Ques_ID,Question Text,Ans_ID,Ans_Text,Q_A
85,506,"how do you switch melodies?  (i see this is a previous question, but i didnt see an answer as to how to do it)",1919,You squeeze/push the mirror piece that hangs from the lion.,"how do you switch melodies?  (i see this is a previous question, but i didnt see an answer as to how to do it) You squeeze/push the mirror piece that hangs from the lion."
85,506,"how do you switch melodies?  (i see this is a previous question, but i didnt see an answer as to how to do it)",1920,For me the melodies are played randomly. So every time the ball is hit a different song is played.,"how do you switch melodies?  (i see this is a previous question, but i didnt see an answer as to how to do it) For me the melodies are played randomly. So every time the ball is hit a different song is played."
85,507,Will it fit a Britax carseat?,1921,It will definitely not stay on a britax car seat. I would not recommend this product.,Will it fit a Britax carseat? It will definitely not stay on a britax car seat. I would not recommend this product.
85,507,Will it fit a Britax carseat?,1922,"I haven't tried it on a Britax but everything I have tried it on works. I can't imagine that it wouldn't fit. It is very pliable and the claws screw tight onto anything. I have used it on many things... bouncy chair, bassinet, car seat, swing etc...The only negative thing about it is that they kept having to send me a new one because the battery was dead when I got it.","Will it fit a Britax carseat? I haven't tried it on a Britax but everything I have tried it on works. I can't imagine that it wouldn't fit. It is very pliable and the claws screw tight onto anything. I have used it on many things... bouncy chair, bassinet, car seat, swing etc...The only negative thing about it is that they kept having to send me a new one because the battery was dead when I got it."
85,508,Does this fit on the Chicco NextFit convertible carseat OR Graco FastAction Fold Stroller?,1923,"I don't have experience with either of these products; however, the way it's made it seems like you could easily bend it to adjust to any size width car seat or stroller.","Does this fit on the Chicco NextFit convertible carseat OR Graco FastAction Fold Stroller? I don't have experience with either of these products; however, the way it's made it seems like you could easily bend it to adjust to any size width car seat or stroller."
85,508,Does this fit on the Chicco NextFit convertible carseat OR Graco FastAction Fold Stroller?,1924,I didn't use Chicco carseat or Graco stroller but this toy bar is adjustable.,Does this fit on the Chicco NextFit convertible carseat OR Graco FastAction Fold Stroller? I didn't use Chicco carseat or Graco stroller but this toy bar is adjustable.
85,508,Does this fit on the Chicco NextFit convertible carseat OR Graco FastAction Fold Stroller?,1925,Sorry I don't know.,Does this fit on the Chicco NextFit convertible carseat OR Graco FastAction Fold Stroller? Sorry I don't know.
85,509,Does anyone know if this bar will fit onto a Chicco Infant Carrier? I am looking for a toy bar that has music but I want to make sure it will fit.,1926,It will fit on anything it adjusts by screwing and unscrewing like a wrench,Does anyone know if this bar will fit onto a Chicco Infant Carrier? I am looking for a toy bar that has music but I want to make sure it will fit. It will fit on anything it adjusts by screwing and unscrewing like a wrench
85,509,Does anyone know if this bar will fit onto a Chicco Infant Carrier? I am looking for a toy bar that has music but I want to make sure it will fit.,1927,"The song is very short for start and I still don't know how to play the other tune by hand. It turns on when it is dropped by accident. What I do know is that the part that attaches is sort of like a clip. The opening is about 1 1/2 inch wide and you twist the circle orange attached on the top of the clip to tighten it. I did use it on a infant carrier my mother in law bought me, but don't recall the brand. The whole musical toy is adjustable and can be clipped onto any surface that can be clipped if its not bigger than 1 1/2 inch wide. I hung it upside down, upright, and different ways. Overall, I like it because I can hang other toys onto it. Still have it and I still don't know how to get the other song to turn on. I drop it and oh yah, the other song turns on. I hit it, nothing. Oh well. Hope this helps.","Does anyone know if this bar will fit onto a Chicco Infant Carrier? I am looking for a toy bar that has music but I want to make sure it will fit. The song is very short for start and I still don't know how to play the other tune by hand. It turns on when it is dropped by accident. What I do know is that the part that attaches is sort of like a clip. The opening is about 1 1/2 inch wide and you twist the circle orange attached on the top of the clip to tighten it. I did use it on a infant carrier my mother in law bought me, but don't recall the brand. The whole musical toy is adjustable and can be clipped onto any surface that can be clipped if its not bigger than 1 1/2 inch wide. I hung it upside down, upright, and different ways. Overall, I like it because I can hang other toys onto it. Still have it and I still don't know how to get the other song to turn on. I drop it and oh yah, the other song turns on. I hit it, nothing. Oh well. Hope this helps."
85,509,Does anyone know if this bar will fit onto a Chicco Infant Carrier? I am looking for a toy bar that has music but I want to make sure it will fit.,1928,"I'm sure it will.you can always take the carrier in the nearby store that carries this toy and fix it and see and then order on amazon, as amazon always beats other prices.","Does anyone know if this bar will fit onto a Chicco Infant Carrier? I am looking for a toy bar that has music but I want to make sure it will fit. I'm sure it will.you can always take the carrier in the nearby store that carries this toy and fix it and see and then order on amazon, as amazon always beats other prices."
85,510,Can this fit onto baby jogger city select pram?,1929,"I don't know about that specific stroller.  I have 2 different brands of strollers, as well as 2 different car seats and it fits on all of them.  I have also taken it to dinner and attached it to various high chairs.  I believe it would fit on anything.  My son loves it.","Can this fit onto baby jogger city select pram? I don't know about that specific stroller.  I have 2 different brands of strollers, as well as 2 different car seats and it fits on all of them.  I have also taken it to dinner and attached it to various high chairs.  I believe it would fit on anything.  My son loves it."
85,510,Can this fit onto baby jogger city select pram?,1930,I really think it would fit in any stroller as long as there are two bars on the sides to attach it to. It is very manipulative or bendy at the joints so you can make it stretch out larger or smaller.,Can this fit onto baby jogger city select pram? I really think it would fit in any stroller as long as there are two bars on the sides to attach it to. It is very manipulative or bendy at the joints so you can make it stretch out larger or smaller.
85,510,Can this fit onto baby jogger city select pram?,1931,"I don't own one of those strollers so I can't really confirm. I did look it up online and it doesn't seem to have a bumper bar which is where I used to hang it for my baby. You might be able to attached to the main frame but it all depends on how wide the stroller is. It looks pretty wide in the pics so the toy might be stretched and a lay a little flatter and closer to baby which might be annoying. If it fits, this toy is a lot if fun and easy to attach and detach. Only detach one side to get baby out. Good luck.","Can this fit onto baby jogger city select pram? I don't own one of those strollers so I can't really confirm. I did look it up online and it doesn't seem to have a bumper bar which is where I used to hang it for my baby. You might be able to attached to the main frame but it all depends on how wide the stroller is. It looks pretty wide in the pics so the toy might be stretched and a lay a little flatter and closer to baby which might be annoying. If it fits, this toy is a lot if fun and easy to attach and detach. Only detach one side to get baby out. Good luck."
85,511,how much battires and which ones?,1932,"The sun takes LR44 batteries.  Although the one that came with mine didn't work and when I replaced it, it worked for a second then stopped.  It's almost impossible for any baby to squeeze it hard enough to make it sing anyways so we just play with it without the battery...","how much battires and which ones? The sun takes LR44 batteries.  Although the one that came with mine didn't work and when I replaced it, it worked for a second then stopped.  It's almost impossible for any baby to squeeze it hard enough to make it sing anyways so we just play with it without the battery..."
85,511,how much battires and which ones?,1933,"we bought three energizer 357s.  they are 1.55v.  the batteries are little discs, a bit smaller than a dime.  surprisingly it takes three at once.  the original batteries went dead pretty quickly.","how much battires and which ones? we bought three energizer 357s.  they are 1.55v.  the batteries are little discs, a bit smaller than a dime.  surprisingly it takes three at once.  the original batteries went dead pretty quickly."
85,511,how much battires and which ones?,1934,3 of the small 1.5V batteries. Comes already with them,how much battires and which ones? 3 of the small 1.5V batteries. Comes already with them
85,512,Can't get the music to play.  Got a replacement and the 2nd doesn't work either.  Is there something else I need to do besides just press the box?,1935,I bought the toy for my granddaughter and I asked my daughter about it and she says she had to really push on it hard. The same song usually plays. It wasn't a great purchase for me but my 9 month old grand daughter really likes it just the way it is.,Can't get the music to play.  Got a replacement and the 2nd doesn't work either.  Is there something else I need to do besides just press the box? I bought the toy for my granddaughter and I asked my daughter about it and she says she had to really push on it hard. The same song usually plays. It wasn't a great purchase for me but my 9 month old grand daughter really likes it just the way it is.
85,512,Can't get the music to play.  Got a replacement and the 2nd doesn't work either.  Is there something else I need to do besides just press the box?,1936,"No.  The same thing happened to me with the original and the replacement Amazon sent.  I contacted Tiny Love and they eventually sent me a new music box which looks different from the one the toy came with and it works, but barely.","Can't get the music to play.  Got a replacement and the 2nd doesn't work either.  Is there something else I need to do besides just press the box? No.  The same thing happened to me with the original and the replacement Amazon sent.  I contacted Tiny Love and they eventually sent me a new music box which looks different from the one the toy came with and it works, but barely."
85,512,Can't get the music to play.  Got a replacement and the 2nd doesn't work either.  Is there something else I need to do besides just press the box?,1937,I haven't had the problem that the others are referring to.  Usually it goes off if I (or my daughter) just hit the side of it.,Can't get the music to play.  Got a replacement and the 2nd doesn't work either.  Is there something else I need to do besides just press the box? I haven't had the problem that the others are referring to.  Usually it goes off if I (or my daughter) just hit the side of it.
86,513,what dimension are cubes in inches?,1938,About 1 inch squares and a little bit deeper.,what dimension are cubes in inches? About 1 inch squares and a little bit deeper.
86,513,what dimension are cubes in inches?,1939,They look like about 1 1/4 inches,what dimension are cubes in inches? They look like about 1 1/4 inches
86,513,what dimension are cubes in inches?,1940,Each cube is about 1 1/4in in length and width and 1 1/2in in depth. The one thing I suggest is once your done with it rinse each cube out with hot water.,what dimension are cubes in inches? Each cube is about 1 1/4in in length and width and 1 1/2in in depth. The one thing I suggest is once your done with it rinse each cube out with hot water.
86,514,Does this product come with a lid? Thanks.,1941,No lid. I just covered with plastic wrap or foil.,Does this product come with a lid? Thanks. No lid. I just covered with plastic wrap or foil.
86,514,Does this product come with a lid? Thanks.,1942,No - I just wrap it in Seran wrap or foil when I put it in the freezer.,Does this product come with a lid? Thanks. No - I just wrap it in Seran wrap or foil when I put it in the freezer.
86,514,Does this product come with a lid? Thanks.,1943,"Nope, no lid. I usually froze things and then as soon as they were frozen through I emptied the container into a plastic tub (ziplock, glad, tupperware, whatever you've got) then refilled. Nothing ever got freezer burn that way.","Does this product come with a lid? Thanks. Nope, no lid. I usually froze things and then as soon as they were frozen through I emptied the container into a plastic tub (ziplock, glad, tupperware, whatever you've got) then refilled. Nothing ever got freezer burn that way."
86,514,Does this product come with a lid? Thanks.,1944,No it doesn't come with a lid.,Does this product come with a lid? Thanks. No it doesn't come with a lid.
86,514,Does this product come with a lid? Thanks.,1945,no,Does this product come with a lid? Thanks. no
86,515,Is this BPA free?,1946,"The box says it is free of 'petroleum, nitrosamines and PVC' and that it meets FDA, CPSIA and ASTM F963 standards. I cannot find anything else offhand mentioned. I will tell you I have used these trays for my two children and I couldn't be happier. They did the job \ufffd","Is this BPA free? The box says it is free of 'petroleum, nitrosamines and PVC' and that it meets FDA, CPSIA and ASTM F963 standards. I cannot find anything else offhand mentioned. I will tell you I have used these trays for my two children and I couldn't be happier. They did the job \ufffd"
86,515,Is this BPA free?,1947,"100% silicone so, yes.  Really like it.","Is this BPA free? 100% silicone so, yes.  Really like it."
86,515,Is this BPA free?,1948,"I used bc silicone is supposed to be safe yes. Also if u don't overfill the squares they pop out super easy so can ignore negative reviews reThat. I use these and silicone muffin trays, plus ball freezer safe glassJars for staples like appleAnd pear. Works fantastically!!! Buy a Bella steamer.  Use food processor.Do in batches and life is easier and chemical free!","Is this BPA free? I used bc silicone is supposed to be safe yes. Also if u don't overfill the squares they pop out super easy so can ignore negative reviews reThat. I use these and silicone muffin trays, plus ball freezer safe glassJars for staples like appleAnd pear. Works fantastically!!! Buy a Bella steamer.  Use food processor.Do in batches and life is easier and chemical free!"
86,515,Is this BPA free?,1949,"I know they're PVC, phthalate and nitrosamine free","Is this BPA free? I know they're PVC, phthalate and nitrosamine free"
86,516,Can this be used to freeze breast milk?,1950,There's no cover so I would worry about if it would keep it sterile.,Can this be used to freeze breast milk? There's no cover so I would worry about if it would keep it sterile.
86,516,Can this be used to freeze breast milk?,1951,Yes,Can this be used to freeze breast milk? Yes
86,516,Can this be used to freeze breast milk?,1952,"Yes. I've used it to freeze breast milk (short term) as well as fruit, veggie, and meat pur\u00e9es (long term). They are exactly 1 oz cubes so you know what baby is getting. Only downside is that the cubes don't fit into most bottle openings if you plan to defrost them in the bottle. In that case, I'd put what I needed in mason jars and defrost it that way and then put it in baby's bottle.","Can this be used to freeze breast milk? Yes. I've used it to freeze breast milk (short term) as well as fruit, veggie, and meat pur\u00e9es (long term). They are exactly 1 oz cubes so you know what baby is getting. Only downside is that the cubes don't fit into most bottle openings if you plan to defrost them in the bottle. In that case, I'd put what I needed in mason jars and defrost it that way and then put it in baby's bottle."
86,517,Where is this product made?,1953,"I've seen some of their other products are made in Taiwan, so I assume that's where these are made as well.","Where is this product made? I've seen some of their other products are made in Taiwan, so I assume that's where these are made as well."
86,517,Where is this product made?,1954,"Designed in Asheville, NC, made in China.","Where is this product made? Designed in Asheville, NC, made in China."
86,518,Is there a lid with this?,1955,No.  :-(  I wrapped the entire thing in plastic wrap.,Is there a lid with this? No.  :-(  I wrapped the entire thing in plastic wrap.
86,518,Is there a lid with this?,1956,"Not that I know of, but I just place a small piece of cling wrap or foil when freezing baby food. As soon as it was frozen I transferred it to a ziplock bag. This is the best baby tray I have found.","Is there a lid with this? Not that I know of, but I just place a small piece of cling wrap or foil when freezing baby food. As soon as it was frozen I transferred it to a ziplock bag. This is the best baby tray I have found."
86,518,Is there a lid with this?,1957,No...I always used saran wrap around it.,Is there a lid with this? No...I always used saran wrap around it.
86,518,Is there a lid with this?,1958,There is no lid.,Is there a lid with this? There is no lid.
86,518,Is there a lid with this?,1959,"There isn't a lid, but I found it hand to slip them inside a gallon size ziploc bag or you can fit 2-3 in the cake size plastic containers as well.","Is there a lid with this? There isn't a lid, but I found it hand to slip them inside a gallon size ziploc bag or you can fit 2-3 in the cake size plastic containers as well."
87,519,Has anyone used these in non-pocket diapers?  I use a pre fold diaper with a thirsties snap cover and am wondering if the inserts would work for that,1960,"I use a single hemp insert inside Thristies covers. Works wonderfully. With cloth diapers you should change after every wet, and one insert should be plenty absorbent for one wet. My baby is 4 months old and one wet leaves only half the insert wet, so it theoretically could hold two wets from a baby her size/age, but more likely only one wet for older babies and toddlers. LOVE this system because it is sooo TRIM under clothing!","Has anyone used these in non-pocket diapers?  I use a pre fold diaper with a thirsties snap cover and am wondering if the inserts would work for that I use a single hemp insert inside Thristies covers. Works wonderfully. With cloth diapers you should change after every wet, and one insert should be plenty absorbent for one wet. My baby is 4 months old and one wet leaves only half the insert wet, so it theoretically could hold two wets from a baby her size/age, but more likely only one wet for older babies and toddlers. LOVE this system because it is sooo TRIM under clothing!"
87,519,Has anyone used these in non-pocket diapers?  I use a pre fold diaper with a thirsties snap cover and am wondering if the inserts would work for that,1961,"I think they would work great! I am new to cloth diapering and really like these inserts so far. I lay them in all kinds of diapers to add absorption with little bulk, including covers and All In Ones. I usually put them behind another faster absorbing insert to use with my two year old. I have not tried them by themselves with a cover. They would work great combined with a prefold too. I would put them closest to the diaper cover since they absorb more slowly than prefolds.","Has anyone used these in non-pocket diapers?  I use a pre fold diaper with a thirsties snap cover and am wondering if the inserts would work for that I think they would work great! I am new to cloth diapering and really like these inserts so far. I lay them in all kinds of diapers to add absorption with little bulk, including covers and All In Ones. I usually put them behind another faster absorbing insert to use with my two year old. I have not tried them by themselves with a cover. They would work great combined with a prefold too. I would put them closest to the diaper cover since they absorb more slowly than prefolds."
87,519,Has anyone used these in non-pocket diapers?  I use a pre fold diaper with a thirsties snap cover and am wondering if the inserts would work for that,1962,We're on our third baby and have used these since our first was in diapers.  We only use them with pre-folds.  They work great.,Has anyone used these in non-pocket diapers?  I use a pre fold diaper with a thirsties snap cover and am wondering if the inserts would work for that We're on our third baby and have used these since our first was in diapers.  We only use them with pre-folds.  They work great.
87,520,Is this a hemp/cotton blend? Wondering the percentages too.,1963,Yes the percentage is 55% hemp 45% cotton,Is this a hemp/cotton blend? Wondering the percentages too. Yes the percentage is 55% hemp 45% cotton
87,520,Is this a hemp/cotton blend? Wondering the percentages too.,1964,Yes,Is this a hemp/cotton blend? Wondering the percentages too. Yes
87,520,Is this a hemp/cotton blend? Wondering the percentages too.,1965,Yes,Is this a hemp/cotton blend? Wondering the percentages too. Yes
87,520,Is this a hemp/cotton blend? Wondering the percentages too.,1966,Yes,Is this a hemp/cotton blend? Wondering the percentages too. Yes
87,520,Is this a hemp/cotton blend? Wondering the percentages too.,1967,Yes,Is this a hemp/cotton blend? Wondering the percentages too. Yes
87,521,Can the large size be used alone in a pocket diaper? Is the absorbency quick enough?,1968,I have never used it alone.  I have used it with a Bum Genius microfiber newborn insert in my 4.0.  It fits in the pocket just fine alone,Can the large size be used alone in a pocket diaper? Is the absorbency quick enough? I have never used it alone.  I have used it with a Bum Genius microfiber newborn insert in my 4.0.  It fits in the pocket just fine alone
87,521,Can the large size be used alone in a pocket diaper? Is the absorbency quick enough?,1969,My child urinates in large volumes and one insert didn't work. I have to use two.  The outer cotton layer does absorb quickly which is helpful.,Can the large size be used alone in a pocket diaper? Is the absorbency quick enough? My child urinates in large volumes and one insert didn't work. I have to use two.  The outer cotton layer does absorb quickly which is helpful.
87,522,Is there another heavy wetter solution? Bought these and had two in a pocket diaper; she wet them BOTH within an hour...,1970,Did you wash them before use? I washed mine 3 times before using them and they worked great.,Is there another heavy wetter solution? Bought these and had two in a pocket diaper; she wet them BOTH within an hour... Did you wash them before use? I washed mine 3 times before using them and they worked great.
87,522,Is there another heavy wetter solution? Bought these and had two in a pocket diaper; she wet them BOTH within an hour...,1971,"We ended up buying Kauai Baby Goodnight Heavy Wetter diapers. They come with two super thick microfiber inserts. We use both inserts plus a Thirsties hemp insert at night. But, this would be super bulky for daytime.","Is there another heavy wetter solution? Bought these and had two in a pocket diaper; she wet them BOTH within an hour... We ended up buying Kauai Baby Goodnight Heavy Wetter diapers. They come with two super thick microfiber inserts. We use both inserts plus a Thirsties hemp insert at night. But, this would be super bulky for daytime."
87,522,Is there another heavy wetter solution? Bought these and had two in a pocket diaper; she wet them BOTH within an hour...,1972,"You can't use them alone. Hemp is a slow absorber.  You should have a microfiber insert over the thirstie. My daughter is a super heavy wetter, and she she uses one of these at night with a bamboo or microfiber insert over the top and doesn't leak. Did you prep them prior to use?  I don't remember if they came with instructions but they have to be washed and dried 3-4 before they're ready to use. You can also boil them.  Just Google preparation of hemp/cotton inserts.","Is there another heavy wetter solution? Bought these and had two in a pocket diaper; she wet them BOTH within an hour... You can't use them alone. Hemp is a slow absorber.  You should have a microfiber insert over the thirstie. My daughter is a super heavy wetter, and she she uses one of these at night with a bamboo or microfiber insert over the top and doesn't leak. Did you prep them prior to use?  I don't remember if they came with instructions but they have to be washed and dried 3-4 before they're ready to use. You can also boil them.  Just Google preparation of hemp/cotton inserts."
87,522,Is there another heavy wetter solution? Bought these and had two in a pocket diaper; she wet them BOTH within an hour...,1973,I pair one of these with a microfiber insert and have good results.,Is there another heavy wetter solution? Bought these and had two in a pocket diaper; she wet them BOTH within an hour... I pair one of these with a microfiber insert and have good results.
87,523,Does it have the snaps on the insert like the ones that come with the diaper?,1974,No,Does it have the snaps on the insert like the ones that come with the diaper? No
87,523,Does it have the snaps on the insert like the ones that come with the diaper?,1975,No,Does it have the snaps on the insert like the ones that come with the diaper? No
87,523,Does it have the snaps on the insert like the ones that come with the diaper?,1976,No,Does it have the snaps on the insert like the ones that come with the diaper? No
87,523,Does it have the snaps on the insert like the ones that come with the diaper?,1977,"No, there are no snaps.","Does it have the snaps on the insert like the ones that come with the diaper? No, there are no snaps."
87,524,Is size small worth investing in? Or is the large too bulky for 0-6 month old?,1978,"My baby is 3 months old and I just bought the larges. He weighs 17 lbs so he would technically fit the smalls, but the larges for really well in our diapers(we have BumGenius and Happy Flute).","Is size small worth investing in? Or is the large too bulky for 0-6 month old? My baby is 3 months old and I just bought the larges. He weighs 17 lbs so he would technically fit the smalls, but the larges for really well in our diapers(we have BumGenius and Happy Flute)."
87,524,Is size small worth investing in? Or is the large too bulky for 0-6 month old?,1979,I would order the larger size. They shrink a bit and babies grow so quickly! We use Bumgenius and Kawaii.,Is size small worth investing in? Or is the large too bulky for 0-6 month old? I would order the larger size. They shrink a bit and babies grow so quickly! We use Bumgenius and Kawaii.
87,524,Is size small worth investing in? Or is the large too bulky for 0-6 month old?,1980,My baby is 7 months and I am still using the smalls overnight in my BumGenius diapers with the newborn insert behind it. I find it is not too bulky that way and it lasts 12 hours without soaking through.,Is size small worth investing in? Or is the large too bulky for 0-6 month old? My baby is 7 months and I am still using the smalls overnight in my BumGenius diapers with the newborn insert behind it. I find it is not too bulky that way and it lasts 12 hours without soaking through.
87,524,Is size small worth investing in? Or is the large too bulky for 0-6 month old?,1981,"I loved this insert for my daughter! I purchased it when she was a few weeks and she's 6 months old now and we still use it. It is really absorbent, I use it in a pocket diaper and also with a cover in a pinch.","Is size small worth investing in? Or is the large too bulky for 0-6 month old? I loved this insert for my daughter! I purchased it when she was a few weeks and she's 6 months old now and we still use it. It is really absorbent, I use it in a pocket diaper and also with a cover in a pinch."
87,524,Is size small worth investing in? Or is the large too bulky for 0-6 month old?,1982,"Not sure how big your LO is, but mine is 14 pounds and these still work great. They're definitely not as large as a typical insert, but still absorb really well. If your LO is on the larger size, if probably buy the larger size.","Is size small worth investing in? Or is the large too bulky for 0-6 month old? Not sure how big your LO is, but mine is 14 pounds and these still work great. They're definitely not as large as a typical insert, but still absorb really well. If your LO is on the larger size, if probably buy the larger size."
87,524,Is size small worth investing in? Or is the large too bulky for 0-6 month old?,1983,"They are thin, so not bulky. A size large for a very small baby may require being folded down slightly. I've been using size large since my baby was 14lbs with no problems. Fit perfectly in length when placed in a cover.","Is size small worth investing in? Or is the large too bulky for 0-6 month old? They are thin, so not bulky. A size large for a very small baby may require being folded down slightly. I've been using size large since my baby was 14lbs with no problems. Fit perfectly in length when placed in a cover."
87,525,Mine just came in the mail. Are there any special instructions to prep them before I use them? Or can I just wash them once and then put them to use?,1984,Wash once or twice then use. The more you wash them over time the more absorbant they become.,Mine just came in the mail. Are there any special instructions to prep them before I use them? Or can I just wash them once and then put them to use? Wash once or twice then use. The more you wash them over time the more absorbant they become.
87,525,Mine just came in the mail. Are there any special instructions to prep them before I use them? Or can I just wash them once and then put them to use?,1985,Wash and dry 4-5 times for the most absorbency from the get go or boil for 20 minutes in a stock pot then wash and dry once before using.,Mine just came in the mail. Are there any special instructions to prep them before I use them? Or can I just wash them once and then put them to use? Wash and dry 4-5 times for the most absorbency from the get go or boil for 20 minutes in a stock pot then wash and dry once before using.
87,526,Can this insert sit directly against baby's skin?  Or does it have to be used inside a pocket like microfiber?,1986,I have used these up against my sons bum with no issues.,Can this insert sit directly against baby's skin?  Or does it have to be used inside a pocket like microfiber? I have used these up against my sons bum with no issues.
87,526,Can this insert sit directly against baby's skin?  Or does it have to be used inside a pocket like microfiber?,1987,It is a natural fiber and can be against the skin inside a cover or can be used in a pocket too,Can this insert sit directly against baby's skin?  Or does it have to be used inside a pocket like microfiber? It is a natural fiber and can be against the skin inside a cover or can be used in a pocket too
88,527,are the Sassy  teethers BPA,1988,Yes they are!,are the Sassy  teethers BPA Yes they are!
88,527,are the Sassy  teethers BPA,1989,"Sadly, I have no idea...but their customer service is AWESOME, i had to call them for something else once. The phone number on their website takes you directly to a real person, they're like a little mom 'n pop shop.","are the Sassy  teethers BPA Sadly, I have no idea...but their customer service is AWESOME, i had to call them for something else once. The phone number on their website takes you directly to a real person, they're like a little mom 'n pop shop."
88,528,Is this a two pack or does only one come for 2.99?,1990,When I bought these they came in a two pack. Either purple and pink or dark blue and light blue. I'm not sure if that is still the case but I would imagine that it is.,Is this a two pack or does only one come for 2.99? When I bought these they came in a two pack. Either purple and pink or dark blue and light blue. I'm not sure if that is still the case but I would imagine that it is.
88,528,Is this a two pack or does only one come for 2.99?,1991,Pack of 2,Is this a two pack or does only one come for 2.99? Pack of 2
88,528,Is this a two pack or does only one come for 2.99?,1992,It's comes with two.:),Is this a two pack or does only one come for 2.99? It's comes with two.:)
88,529,how to clean,1993,I always throw ours in the top rack of the dishwasher in a little basket with bottle nipples and pacifiers. You can also very easily wash them by hand with dish soap and a washcloth. Super easy.,how to clean I always throw ours in the top rack of the dishwasher in a little basket with bottle nipples and pacifiers. You can also very easily wash them by hand with dish soap and a washcloth. Super easy.
88,529,how to clean,1994,You can just use soap and water.,how to clean You can just use soap and water.
88,529,how to clean,1995,Boil water- dip or place in dishwasher or steamer,how to clean Boil water- dip or place in dishwasher or steamer
88,529,how to clean,1996,"When they need to be clean I just put mine a bowl of warm soapy water, then scrubbed the surface witha tooth brush. But I would use the pacifier wipes if it fell on the floor for a a quick clean.","how to clean When they need to be clean I just put mine a bowl of warm soapy water, then scrubbed the surface witha tooth brush. But I would use the pacifier wipes if it fell on the floor for a a quick clean."
88,529,how to clean,1997,One of the teethers melted when i threw by mistake in boiling water along with other teethers. You can hand wash it with warm water and soap and put it on the drying rack.,how to clean One of the teethers melted when i threw by mistake in boiling water along with other teethers. You can hand wash it with warm water and soap and put it on the drying rack.
88,529,how to clean,1998,Warm water and dish soap. Just rinse it really well.,how to clean Warm water and dish soap. Just rinse it really well.
89,530,Are these sheets true white or a natural ivory color?,1999,True white,Are these sheets true white or a natural ivory color? True white
89,530,Are these sheets true white or a natural ivory color?,2000,they are white,Are these sheets true white or a natural ivory color? they are white
89,531,What is fabric content/thread count difference between Quickzip organic crib sheets and Quickzip crib sheets? Any difference in washing/wear results?,2001,I do not own the normal crib sheets but have the quickzip sheets -- we are going on year two and they have held up perfectly. the 15 seconds it takes to change the sheets make an enormous difference. Soft like normal sheets and apparently indestructable.,What is fabric content/thread count difference between Quickzip organic crib sheets and Quickzip crib sheets? Any difference in washing/wear results? I do not own the normal crib sheets but have the quickzip sheets -- we are going on year two and they have held up perfectly. the 15 seconds it takes to change the sheets make an enormous difference. Soft like normal sheets and apparently indestructable.
89,531,What is fabric content/thread count difference between Quickzip organic crib sheets and Quickzip crib sheets? Any difference in washing/wear results?,2002,I only have the organic and they wash up well. They are soft and work very well. I don't know about thread count but organic is way more important to me than thread count. I wouldn't think there is much if any a difference though.,What is fabric content/thread count difference between Quickzip organic crib sheets and Quickzip crib sheets? Any difference in washing/wear results? I only have the organic and they wash up well. They are soft and work very well. I don't know about thread count but organic is way more important to me than thread count. I wouldn't think there is much if any a difference though.
89,531,What is fabric content/thread count difference between Quickzip organic crib sheets and Quickzip crib sheets? Any difference in washing/wear results?,2003,"I'm sorry but I only own one organic cotton and one velour sheet. I love these sheets so much, I wish I could afford more! I am a routine washer and both have held up great over the past year. The velour sheet zips a little easier than the organic cotton one but I am still very pleased with the functionality of these sheets. I use wonder bumpers on my daughter's crib and it sure beats having to tear apart my crib each time I wash because mattresses fit so snug these days!!","What is fabric content/thread count difference between Quickzip organic crib sheets and Quickzip crib sheets? Any difference in washing/wear results? I'm sorry but I only own one organic cotton and one velour sheet. I love these sheets so much, I wish I could afford more! I am a routine washer and both have held up great over the past year. The velour sheet zips a little easier than the organic cotton one but I am still very pleased with the functionality of these sheets. I use wonder bumpers on my daughter's crib and it sure beats having to tear apart my crib each time I wash because mattresses fit so snug these days!!"
90,532,Why should this product only be used with cotton bedding?  Will it be a problem if my mattress is not cotton?,2004,No. They say use cotton bedding because most of the other kinds of bedding are treated with harsh chemicals.,Why should this product only be used with cotton bedding?  Will it be a problem if my mattress is not cotton? No. They say use cotton bedding because most of the other kinds of bedding are treated with harsh chemicals.
90,532,Why should this product only be used with cotton bedding?  Will it be a problem if my mattress is not cotton?,2005,"It is not a problem. This man who did all the research on polyurethane and sids had all his research based on cotton only. Therefore he cannot vouch for anything beyond the limitations of his study. As a concerned and well educated mother, I made sure his bedding was free of plastics or other materials likely to off-gas. (But not necessarily 100% cotton.) If you do nothing but wrap this mattress,  you can feel confident you have eliminated at least one source of possible sids risk.","Why should this product only be used with cotton bedding?  Will it be a problem if my mattress is not cotton? It is not a problem. This man who did all the research on polyurethane and sids had all his research based on cotton only. Therefore he cannot vouch for anything beyond the limitations of his study. As a concerned and well educated mother, I made sure his bedding was free of plastics or other materials likely to off-gas. (But not necessarily 100% cotton.) If you do nothing but wrap this mattress,  you can feel confident you have eliminated at least one source of possible sids risk."
