Prod_ID,Ques_ID,Question_Text,Ans_Text
94,563,Do you know if this pail bag would work with the Busch Systems Odorless Cloth Diaper Pail? I'm considering getting the 7-gallon pail,We use this in a classic 9 gallon stainless steel step garbage can. I'm not sure of the pail you are referring to but the liner works perfect in our 9 gallon garbage can so I assume it would work just as well in a 7 gallon.
94,564,If I get a dark color like the chocolate brown will the color bleed on to the cloth diapers in the wash?,"I got the two of the chocolate brown color so I had a spare while I was washing a load of cloths. I wash & dry it with my cloth diapers and have never had any issues with the color bleeding. It is the same Gortex type liner as the diapers and I haven't experienced any other problems like it compromising the absorbancy, etc of my cloth diapers.  It says you can dry it in the dryer but personally I found it works better when you hang dry."
94,565,What kind of fabric is this made out of?,"PUL is a polyester/polyurethane laminated knit fabric with a laminate thickness of 1.00 mil. This fabric is waterproof, durable and has a slight crossgrain stretch."
95,566,"sorry, can someone clarify, does this come with slow flow n",this does not come with any nipples.  Just collars and caps and bottle tops.
95,567,Does the lid fit Enfamil Standard Flow Soft Nipple? I need something to cover the nipple when I take bottles to daycare.,I'm not sure about the enfamil ones but we used the dr browns nipples and they fit. I would personally recommend the medela nipples with this however because of the ease of use you get from matching products.
95,568,Is this kit compatible with the medela collection and storage bottle set?,Yes it does. I had the Medela Breast pump set and needed extra bottle covers and lids.
95,569,"Hi I have Medela bottle that come with Medela pump-in-style advanced breast pump. Will these parts rings, cover fit them?","They fit on my Ameda, Medela, evenflo and dr browns bottles. Most of these bottles and parts are somewhat interchangeable, especially the ones meant for pumps."
95,570,what comes in this spare parts bag. 2 of everything in the picture.,"extra covers, for nipples and covers for the bottles."
95,571,"I just want to be sure, are the nipples included slow flow or medium flow?","When I bought the set it did not come with nipples, but it will fit any medeka wide base nipple."
96,572,Can you place it a little to the side so that you are not so offset while running?,"Yes you can place it to the side. However, the device is not great for running. We attempted to use it once and never tried again."
96,573,Would this work as a lawn mower handle extension with 1\' tubed handle?  Can the handle be installed so it tilts further upward than the pic shows?,"The handle swings all the way up or down--it's not fixed in position. But not sure how it would work on a lawn mower, since every mower I've seen requires you to constantly be gripping the actual handle and/or attached lever, in order for the engine to run. So unless you're handy enough to rejigger that safety feature to work with this extension, it wouldn't work on a mower."
96,574,"I am 6'2\' and short in the arms, I want to use this on my jogger stroller.  Does it really adds that much height to the handle?","It adds length so it helps stride. My husband is 6'6\'. We use the Chico stroller, it adjusts higher. But when we want to use something less bulky we use the city jogger stroller with the easy stroll handle and it's pretty comfortable for husband. I'm 5'8\' and it works great for me as well. You will find that you walk sort of to the side of stroller. The handle is for one hand and is installed in center of handle bar which is a plus for longer legs"
96,575,Can you jog with this on??,Yes. Its great. I bought it cos I'm tall and needed extra height for my stroller - which it's great for. Also great for one handed strolling. Can jog with it as long as you have a jogging stroller.
96,576,a citi mini. because i'm adding to my carriage a buggy board for a toddler to stand and i bump into the board. will this,"I ordered these for the same reason - for a Britax stroller.  My husband is 6'8.  Unfortunately, we could not use them.  The extension is only big enough for one hand, so you have to push the stroller with only one hand all of the time.  That didn't work for us, so I returned the item."
96,577,can I use this as a carriage handle bar ext,"not sure,please be more specific -what kind of carriage? this one?http://upload.wikimedia.org/wikipedia/commons/6/68/Buberel_Coronation_coach_Catherine_the_Great.jpgthe handle rotates loosly and cannot be fixed in a particular position ...misha"
96,578,a citi mini. because i'm adding to my carriage a buggy board for a toddler to stand and i bump into the board. will this,"Realistically, it barely extends the length of the handlebar. It's more for needing to push a stroller with one hand and less for making it taller."
97,579,Did anyone else have problems re-snapping the cover after installing this seat rear-facing?  The rebound bar prevents you from accessing the snaps...,"Yes, I found that I had to pull on the whole cover to give it plenty of room for the snaps to get down where they go.  Once the snaps are down I would use one finger to snap them in place while holding the fabric with the other hand.  It wasn't too much after I had done it a few times."
97,580,"Anyone know where to find a replacement cup holder for these seats?  I've looked on Amazon and Ebay, no luck.","Call the manufacturer directly -- they stock replacement parts like replacement straps, covers, etc so I would think they would also have the cup holder."
97,581,"Can this seat be used for an infant, Im due to give birth and im wondering if I can bring her home from the hospital in this carseat or will it be too big and I will have to start out with an infan carrier?","My baby was born at 10lb 8oz, quite a bit bigger than a typical newborn, and was a homebirth - we didn't take him anywhere for 2 weeks.  When I put him in his seat for the first time, I was *really* uncomfortable with how far apart the shoulder straps are.  They slip off his shoulders unless I have the chest clip higher than typically suggested - basically as far up as I can go.  This is despite the infant insert padding.  I've never been a fan of needing a separate car seat for a newborn, but honestly I'm not sure this seat is the best choice because of the width between the shoulder straps."
97,582,Will it fit properly it an A4?,"We drive an SUV so I can't vouch for a smaller car, but I measured from the back of the seat the car seat sits on to where the car seat contacts the back of the passenger seat and it is 29 inches of space at it's longest point. Keep in mind the car seat is is wedged tightly against both seats, so if you can squeeze 29\' in your back seat and still sit in the passenger side, then yes it should work. You would also have more room in the middle seat if that is an option. This is probably the smallest (since the head rest for forward facing is removable) rear facing booster seat I have seen. My 3 year olds forward facing seat can sit rear, but would never fit in our SUV. This brand is a very cool model and we have been able to keep our 15 month old rear facing, and I think keeping him rear facing will be possible until he is two because of this seat."
97,583,"Anyone who has purchased the two tone gray and black seat please tell me if it is as light gray as the product picture? The customer picture is significantly darker, not sure which is more accurate",The one I purchased has a very light gray seat area.  The ones I see pictured now are a little different and seem to have spots or stripes.
97,584,Was this item recalled recently ?,"According to thefirstyears.com, no. The have recalls on a few items, but not car seats. See http://recalls.rc2corp.com/ and http://recalls.rc2corp.com/recalls_Past.html"
97,585,"Descriptions states this is \'Forward facing\'.  Is it also for rear facing?  Maybe I missed this somewhere, but I want to confirm.  :)","Yes, forward and rear."
97,586,is this a good carseat for flying,"This seat is definitely heavy and the rebound bar feature flips up & down when it's not installed and would flap around if not secured in a car so even having never flown with it, I'd say just from owning it, it's probably not the best seat for flying/transporting through an airport. I'm sure there are some that are lighter/more compact. Like the other person answered though, it is pretty easy to install so that would be a plus."
97,587,"Will this seat install in my 1997 Astro Van?  It is not set up for the latch system, I will on only have the shoulder/lap belt to use.?","yes it will. we don't use the seat belt but from reading the instructions, install seems pretty easy"
97,588,I am having a difficult time tightening the harness each time since that rebound bar is in the way.  Does anyone else have this problem?,"I don't generally loosen the straps each time I take him out. It was harder when he was a newborn because I didn't want to hurt him wrestling his limbs out of the harness! But now he is a few months old and actually moves his arm to help me get him out. If I have to tighten the harness while he is in it, I try and figure out how much I need to tighten it before I buckle it since it is really difficult to pull the strap to tighten it while it is buckled."
98,589,what size sheets will fit the 3\' and the 5\' dream on me mattress,Babies R Us Portable Crib Sheets fit perfect on 3\' Dream On Me Portable Mattress.
98,590,Will this fit the arms reach co sleeper?,"Did you ever find your answer? I was wondering the same thing. This mattress appears to be an inch wider than the mattress that comes with the arms reach co-sleeper, so I'm not sure if it will work or not, but I'd certainly like to know."
98,591,Can we fold this mattress up and take it in a suitcase in the airplane? Is it really that portable?,"Yes you definitly can fold it in half along the width, enough to put clothes in between and use it as packing foam."
98,592,Is this a FOAM mattress?,"Maybe covered, bought sheets for, is a medium soft, and still firm."
98,593,size of mattress that will fix in playpen that is 24\'X36\'?,The dream on me mattress measures 24\' x37\'.  It is 1\' off on the long side.  You probably can conform it to fit.  Gail
98,594,How heavy a baby will this support?,My grandson is 24 lbs n it supports him just fine. I would base it on any weight restrictions on the pack n play you use. The mattress is about 3\' thick.
98,595,does it fit the pack n pl,Fits a full size pack and play
98,596,This is for couple? I couldn't read the size of the bed. I bought this but I don't know whether it is for two or not.,I bought this item for a mini crib. Which it can also be used for a pack and play/playpen. I don't have any specifics of size. But it should only fit 1 baby. Mini cribs are very small.
99,597,Will this work with Chico key fit 30 and the baby jogger city series (I think I have a 2007 single),Make sure whatever adapter you get for your City mini specifically says for Chicco key fit 30. You have to buy a specific adapter. Look at the model number and go to the baby jogger website and look at the manual if you are unsure. I bought the wrong one the 1st time when I purchased for my Chicco car seat.
99,598,Will this work for the Baby Trend Travel System Car Seats?,"Check Baby Jogger's website. The adapter you need varies depending on the car seat you own. When I bought this one in 2011, it was specifically for the Chiccos, but they made other adapters that worked for other car seat brands."
99,599,Can I use this adaptor with the City Mini stroller?,yes. i have a city mini stroller 2012 with a chicco keyfit 30 car seat and this is the adaptor i use. just beware that this adaptor can only be used with a chicco car seat.
100,600,Are the outer edges flexible or rigid?  Is the grid flexible at all?,"The outer edges are pretty rigid (profiled plastic). The grid flexes, maybe a couple of inches in the middle."
100,601,Is this product a true 36 inch or 35.5?,"It is neither 36 or 35.5; it is smaller, width & length. More in the 34 inch range (that is the \'ears\' where the screws go in) the actual screen part is smaller."
100,602,Can this item be used to protect a full glass storm door from large breed dogs who insist on jumping up and scratching to come back in? I want to use velcro to secure it. I know I will need two for full coverage.The exposed glass area is 72 3/4\' x 28 1/2\'. This is a 36\' wide  door.,"I have three German Shepherds and they cannot get through the door saver to either the glass or a screen.  However, mine don't jump.  Really sturdy velcro might work, but I'd wonder if they would be able to pull the saver off the velcro if they get their paws above it and claw it off.  Clever, aren't they?"
100,603,Can this be attached to a metal storm door without having to drill holes in it?,"no, you do have to drill holes if you want it to stay on. I don't see any way tape would work."
100,604,Do you think this could be used on a solid wood door instead of a screen door.  My dog scratches  at the door when I leave and is ruining it.,"Maybe --- the openings in the webbing are a bit large, so depending on the size of your dogs paws he/she might still be able to reach the wood door with their nails.  The square openings are 1.25 x 1.25 inches. Once mounted on the door, there is a 3/4\' gap between the surface of the door and the guard itself.  I would imagine a very small dog might be able to reach right through the spaces to the wood if they were persistent, but probably not a larger or medium breed.  You could always set it up against the door and test it with your dog's paws before you actually mount it so you don't drill holes in the wood and then find that it won't work.  Amazon is great about returns.   Hope this helps!"
100,605,what is the size of this screen,The dimensions of this item are 34.25\'H x 30.00\'W x 1\'D.
100,606,Can this be used on a RV door?,"Hello Susan, I'm not sure.  My screen is attached to my screen door.  If your RV door has a screen door, possibly though check the measurements.  Good Luck!"
100,607,is this strong enough for squi,It's really thick Plastic I guess it would depend on how determined the squirrel is.  also he could climb it and get to your regular screen (that is unless you get the \'Pet screen\' we bought)  it's really tough.
100,608,How is this installed? Does it install behind the screen with screws or does it replace the screen?,I installs behind the screen with supplied screws.
100,609,Can this be used on a sliding patio door screen.  It's twice our Standard Poodle has gone thru the screen now.,I guess it would depend on how much clearance between the doors. It might be too deep to let the other door pass. I put this on a screen door though and I love it. My screen was only a month old when fireworks in the neighborhood caused my dog to chew thru the screen.... This really helped.
101,610,Where can I get the mobile that is in the picture of the set I bought?,"I saw such mobile on amazon, ebay and other internet web sites, just google it, good luck!"
102,611,"Hi, I want to know which brand Infant carrier can bu use on this Peg Perego Skate Stroller System ?Thx","It comes with clips so that you can attach the carseat carrier directly to the wheel base. I used a Peg Perego carseat with mine, it worked out perfectly."
102,612,Why doesn't by bassinet lock in position,It does.. Maybe you got a messed up one.. And can u be more specific about the locked in position you are talking about?  Thanks
102,613,Good nights did it want to know if the basket brings that this under the seat?,YES A LITTLE BASKET FOLD.
103,614,"The website says you can not put this bag in the washing machine but has anyone tried this, or even hand washing?","Yes! My child threw up in it, so I HAD to wash it and it did just fine. I haven't even noticed a thread out of place and I've washed it two more times since then. It still looks like new! I washed in cold on the gentle cycle and did not use fabric softener. I even tumble dried on low."
103,615,How does the main compartment close? Zipper? Magent closure?,It's a magnetic closure in the main compartment but there is a big zipper pocket inside.
103,616,"Is the bag stiff enough that it stays open, or does it flop all over when you are trying to get stuff out of it?","actually it depends on the things that you have inside the bag.the material is soft so it doesn't hold up. I usually have clothes and diapers and all sorts of stuff inside the bag, so when I take out one thing, the bag is able to stand open. if you only have a few things, then most probably it will just flop... hope this answers to your question. :)"
104,617,Is it leather?,No it was a heavy canvas material.
104,618,Is the blueprint style blanket included?,Mine did not come with anything except for the diaper bag. It is great by the way.
104,619,I was searching for this Product everywhere Online but i definitely cant find it in Europe. Would it be possible to ship it to Switzerlad? Please,"I'm sorry, but we do not ship outside the U.S."
105,620,Help with sizes on Kiddopotamus/Summer Infant Swaddleme I am trying to find the sizing for the Kiddopotamus/Summer Infant swaddlers. If you look here and change the size from say \'Small\' to \'Large\' it still gives the same weight range. So do you know where to find it? I tried looking on their website and emailing them to no avail. But perhaps I am not looking in the right place.,"My son is just under 15lbs (weighed yesterday) and this thing HUGS him. Definitely swaddles him tight with no room for movement.. I was kind of hoping it would be a little looser with growing room, but this size 'Large' is a perfect fit for him, and there are no larger sizes. If you child still likes to be swaddled tight at his/her age, then this would be perfect.. My son is 4mo's old and is kind of outgrowing being swaddled because he is still in discovery of his hands."
105,621,What is the difference between the small and small/medium?,My experience is to always take the one a little bigger so in this case the small medium since it will last longer and you can adjust it when baby is tiny.
105,622,Can this be used with arms out as well,Yes
105,623,Is the small going to fit my baby as soon as he's born?,"Yes, it fits upto 0-6 months depending on how big is your baby! Congratulations!"
106,624,"Do you know if I can just purchase the bottle brush head?  I don't need to buy the entire brush, just the head.","I think so.Here is the link just for the head.OXO Tot Bottle Brush with Nipple Cleaner, Green"
106,625,Does anyone know if this fits into Medela bottles? We're still using the 2 oz. storage bottles because my daughter doesn't eat much at once.,"Yes this does! The bristles are hard working, yet very flexible and forgiving when fitting into the bottle mouths. I have used this on medela storage bottles as well as my daughters Born Free bottles that she used later on. This bottle brush does the job well :) Only bottle brush I will ever buy. Hope this helps!"
106,626,"If water drips into the stand, does it stagnate in the stand or are there any holes for water to run out?","The middle of the stand has a hole where the water goes down into the bottom of the base, which can be removed and cleaned regularly."
106,627,Is this BPA free?,The package does state it's BPA free.
106,628,"how long is the whole brush,  wanting to use for sports bottles",it's about 11 1/2 inches long bristles to end of handle. I think it will work with most sport bottles. I hope this helps.
106,629,"Do you know is it fits Dr.Brown's standard neck bottle? It seems quite large, no?",Yes it will fit through the standard neck bottles.
107,630,would these bottles fit with low flow medela ni,"in my experience using the slow flow and calma nipples - all medela products are interchangeable. all medela tops (lids, nipples) fit all medela bottles."
107,631,How tall are these bottles?  Are they comfortable to use these with a breast pump?,"They are almost twice the height of the regular bottles that come with the pump. It takes some time to get comfortable with them because of their height, but worth it. I got these when we started weening and would go many hours between pumping. It made it so much easier because I didn't have to keep stopping to switch out full bottles."
107,632,"this is a pack of two or just one bottle at this price? ... it is not clear from the title ,,, 2 each ?!",2 bottles
107,633,Will these bottles fit the Ameda pump?,"Yes, I've used the bottles with the Ameda purely yours ultra pump, Medela single pump and Hygeia EnJoye (with adapter)"
107,634,"does it come with a box? or, they are loosely packed in plastic bag only?","plastic bag only, and then the shipping container (box in my case)."
107,635,Are these glass bottles?,"No, the bottles are plastic"
107,636,What kind of plastic are these? Are they polypropylene like other medela bottles?,"Yes - they are the same (as far as I can tell). The only difference is that the ones coming with the pump have the measures printed on the bottle (in color), while for these, they are embedded. They were perfect for me for stocking up instead of going through bags."
108,637,Are these bottles made by Medela?,"Yes they are, mine came from \'Medela\' company, they seem to be an older version. Maybe they are just getting rid of them? The are just like my other bottles except there isn't any writing on them(The pic has writing). So happy, but now I think I want more!"
108,638,"can these bottles be connected directly to the breast pump, so i can pump into the b",Yes. The adapter fits these bottles as well. I used these more frequently than the 2.5 oz slender bottles that came with the Medela pump kit / accessories.
108,639,Can we freeze the bottles?,"Yes, but you have to leave some room at the top for expansion."
108,640,"I see in the picture both the bottles and the lids are clear, do the lids not come yellow like the regular medela lids that are","Yes, the lids are the regular yellow.  The bottles don't have any tinted markings on them, just clear markings."
108,641,"Do these bottles come with the corresponding lids, or is it just the bottles themselves?",They do come with lids. Just not in regular packaging.
108,642,Are these bottles compatible with collecting milk with medela pumps?,"Yes. They also work with Medela bottles, so you can go straight from pumping and storing to feeding your baby."
108,643,Are these the wider bottles or skinny ones?,Wider bottles
109,644,Is it big enough for a 2.5 year old?,My daughter is a tiny 2.5 yo at 34\' and under thirty pounds and it works fine for her when she wants to use it any more. She started with this when she was around 20 months old. She is now 32 months old and uses the big potty primarily now.
109,645,Is the splash guard removable?,Yes
109,646,Does it work as a step stool while the toilet seat is off? I want to know if we can use it as a step stool while using the seat on the big toilet.,"yes, it can serve as a step stool for the adult toilet training as well as a stool to wash hands and brush teeth at the bath sink."
109,647,it fit to any toilet seat ?,I know it fits ours.  Which is more Oval then Round.
109,648,Does the removable seat have rubber or something underneath so it stays in place?,It has these pieces of plastic and it stays well in place.
109,649,What is the packaging dimension?,dont know
109,650,"How does the music go off? Is it a sensor in the seat, or 2 probes in the bowl?","Two probes in the bottom, once fluid is in bowl and is in contact with both the music will turn on."
110,651,what size sheet would fit this mattress and does it have to be oval?,I use Gerber 2 Pack Cotton Knit Fitted Bassinet Sheet.  They have elastic and fit the mattress fine.  Sheets do not have to be oval.
110,652,Is the surface soft (plush) or is it plastic-y?,It is covered in plastic.
110,653,"Im wondering what shape this mattress is? I need something a bit smaller then 13x29 so this would work out great, as long as its oval.",Yes it oval and fit great! Standard gerber bassinet sheets fit on it as well! If that helps!
111,654,"Is this the model which has been recalled? If so, why is it still being sold?",It is now manufactured after what the recall was for. The problem was fixed. The one I purchased over 6 months ago was not involved in the recall either.
111,655,Is there still a call back on this toy?,"Sure, there's a recall.  They never go away.  See this link http://www.cpsc.gov/en/Recalls/2013/Kids-II-Recalls-Baby-Einstein-Activity-Jumpers/"
111,656,what age can use this and has this model been recalled?,Manufacturer states from about 5 months with no upper age range.  Weight limit of 25 lbs for child will probably be limiting factor for upper age. My son started using at about 5-6 months with no problem.  Their is a recall on a specific piece in the set that has been redesigned and for those who already had purchased it was replaced.  All new jumpers being sold now have the new redesigned piece.  My son has been using this for about two months and really enjoys it and I have not observed anything dangerous about the set overall or with the individual pieces.
111,657,I have a 4.5 month old daughter. Baby Einstein musical motion jumper or fisher price rainforest jumperoo ? Why ?,"I'm not familiar with the Fisher Price Jumperoo, but I started my 8 mo. old granddaughter on Baby Einstein Musical Motion Jumper and she absolutely loves it.  It entertains her for a long period and when she gets tired, she wants in her walker so she can move around the house, then she goes in her play yard.  She's very active!  Hope this helps."
111,658,What age did your baby start using this?,My little angel start at 4 months...
111,659,The description says \'Quickly fold the entire unit for easy storage and portability\' so does it fold or does it not?,We had to disassemble a little for it to \'fold\'  flat - also opted to removed a few stand up toys to prevent breaking - goes back together easily - so was not a problem.
111,660,may i know the packaging dimension when i received the,I can't give you the exact size because I threw the box away but it came in a box about the size of a 50' television...maybe smaller.
111,661,"Is it the sun toy with the purple arm that has been recalled, or the sun toy with the red/green/orange arm that has been recalled?",Red Green Orange. I didn't know it was recalled. But I also have the Bright Starts jumper. It's exactly the same model for less.
111,662,baby einstein or fisher price rainforest jumperoo ?,can't answer as I only have the baby einstein and my grand-daughter loves it!
112,663,Travel bag for Britax B Ready Does anyone know of a travel bag that will fit the b ready?,I also was looking for a bag to fit the b-ready.  Did you ever find one?
112,664,"I just got this stroller and am testing it. I'm struggling with the recline function. I got it to recline, but can't get it up anymore?","Although there is a slight recline while it is up all the way, that doesn't sound right. I agree with contacting Britax."
112,665,"Infant in toddler seat? I'm considering getting the b ready  with second seat, as I have a 15 month old and a baby due in march.  Just curious-- has anyone used the \'toddler seat\' in a fully reclined position for an infant under 6 months? Or is it a necessity to get either the Chaperone carseat or bassinet attachment? Thanks in advance for your input!","Personally, I wouldn't put a newborn in the fully reclined toddler seat. It doesn't seem very safe and comfortable when they are so little. I have used the bassinet for my baby from 0 - 7 months and now (she is 8 months) I am using the toddler seat. I think Britax also says that the toddler seat is not for children under 6 months."
112,666,The front wheels appear to be stuck on swivel. It will be a pain for me to return so I'm thinking about just keeping it. Why do I need it locked?,"You really only need them locked if you are on rough terrain. Like sand, or heavy mud (although not sure you would ever be in mud!) I have had mine for 2 years and have never locked the front wheels. Actually more annoying pushing a stroller with the front wheels locked- so hard to turn!"
112,667,What is the width of the stroller when folded at its widest point (from one end of the rear wheel to the other),"It's hard to say! when folded, the chair and the frame could be departed from each other.And the four wheel could be closed together as the frame is folded.Actually ,I am afraid the distance from the middle of the frame to the wheels is what you want to know. I think it is around 70cm"
112,668,This stroller made in USA?,I can\u00b4t remember... I think it\u00b4s made in USA
112,669,Is it possible to fold this stroller when the seat is rear-facing?,The stroller can fold with the seat facing either way but it folds more compactly if it is forward facing.
112,670,also does this come with the deattached car seats?,No unfortunately you have to purchase the car seat separately...basically what u see is what u get.
113,671,What are the approximate measurements when it's folded up and deflated? I'd like to use this for travel and want to know how much room it will take.,We have traveled with it a few times now. It's about the size of a travel pillow when deflated and folded back into the carrying bag.
113,672,Can this be used for an adult (a senior who might roll out of bed)?,"I would not. They deflate pretty easily. For example, any night my 3-year-old son ended up resting his head over it, it was completely flat by the morning.It worked great to train him to not fall off the bed. But I wouldn't use it on my 6-month-old baby or anyone larger than maybe 40lbs. Maybe a foam roll or memory foam body pillow that you can tuck under the sheets? That's what we use when visiting at my parents' house. I hope this helps."
113,673,How does this stay in place if you don't put it under a sheet? It seems like it would move/fall off easily since it's just inflatable.,"There are two strips of velvet type material on the bottom to keep it from moving easily when under a sheet.  If you were not going to put a sheet over it, then yes it would move easily and would not work as designed."
113,674,Can it be pumped up with a bicycle pump or anything else one might have already? Don't want to have to pack a pump.,It comes with a pump.  The included pump is small and can be packed.  I was also able to blow it up myself - just be blowing into the opening...
113,675,Can it be used at the head of a bed to keep the pillow from slipping between the  headboard and mattress?,I would just push the mattress up to fit tighter at the top of the bed.  It would be much safer and that's what I did for all my kids beds.
114,676,how many would you recommend to cover a 9 x 10 floor?,"Savy, you would need 90 pieces to cover a 9' x 10' area. Each set is 36 pieces, so you would need at least 3 sets."
114,677,Does the mat have a good non-slip grip on a hard floor? My baby tends to push things around the floor.,"Yes, I think so.   I have hardwood floors and they have stayed in place without fail.   I anchored one tile under the sofa when I started to put them down but this was probably not necessary.  BTW, I've had them 3 months now and they are holding up very well to 13-month-old twins."
114,678,Does this mat leave a slippery residue on a hardwood floor?,No not at all. I have installed these mats on a wood floor and its very easy to clean both the mats & the floor
114,679,"The mats have a smooth side and a textured side, which side should be facing up?","The textured side should face up, smooth side down."
114,680,Does this mat come with the edge pieces or do they have to be ordered separately?,"Hi, the edge pieces are sold separately. You can find them in the following link:eWonderWorld Beveled Side &/or Corner Edges for Interlocking Wonder MatsPlease note that we now sell the color blue to match the more colorful set.eWonderWorld"
114,681,Are they good to use in a bedroom as the flooring instead of carpet?,"Kathy, great question. You can. However, I would recommend some type of flooring underneath the mats like hardwood, tile, linoleum or carpet. These mats are not intended to be used as sub flooring."
114,682,are these mats good for going over hard wood f,Yes. Our play mats are good for hardwood floor.
115,683,"Do these work with a Medela pump, specifically the PISA or Advanced Personal Double pump? Do the adapters fit the same way as theMedela Pump and Save?","I have the Ameda double pump, I wouldn't know about other models but, it works great on mine!!I can't imagine Ameda not making them universal."
115,684,Did the box come with instructions on how to use the adapters? Mine did not.,"Mine did.  It had a little pamphlet with other product pics, too.  It's pretty easy to figure out, though.  Screw the adapter into the pump where you would normally screw the bottle, open the bag, and hang it from the two hooks on the adapter."
115,685,"does this come with two flange adapters (i.e. for double pumping), or only one?",My 20ct getting started kit from Amazon came with 2 adapters.
116,686,Does it fit in quinny buzz,I don't know. Maybe you can find a list of those strollers that buggypod smorph2 can be used with.
116,687,how easily does this detach?,"To be honest, really easily.  Too easily.  Either the way we attached this to our stroller was incorrect or it wasn't meant for our stroller.  The seat started to detach itself when we went over some sharp bumps on the street.  We tried to use it with our McClaren stroller and it didn't work.  We eventually returned it."
117,688,Will this work for a 3-way convertible crib that has only a DRAWER underneath (not another mattress)?,"Valerie, I use this on a 4-way convertible crib. It is only meant for toddler size mattresses. It isn't meant to use on twin mattress set ups anyway. It comes with two ways to install. 1. No drilling required, snaps onto the spring platform that holds the mattress, or 2. drilling required to install a bracket onto the wooden platform your mattress sits on. I did option 2 as we don't have a spring platform.Does this help? Hope so!"
117,689,"Can someone tell me how exactly it is assembled. We don't have a spring base, it is wooden.  Will it work?","I don't know that it would be worth it. It has two bars that run back to the far side. The attachments are kind of like c-clamps with bolts/butterfly knobs to hold them in place, designed to go around metal spring bases, so you'd have to do some serious bending and stretching to get it to fit on wood planks. If your base is solid wood with no gaps, then definitely no dice."
117,690,Is it strong enough to support a rough toddler?,"I have a very active and rough 2 year old and the rail stands up to being abused without any problems. Just be mindful that the rail may fight back, it gave my 2 year old a fat lip when she accidently slipped and fell on it."
117,691,How thick is the rail?  my crib mattress is only 3\' thick as it's a speciality gel kind.  will she be able to feel the bar easily?,Yes she will. There are two bars that go under the mattress and attach to the crib base. Those bars will be felt through a 3\' mattress.
117,692,Will it  work with bunkbed?,If the bunk bed has a bar like normal bed where you can adjust the straps i wouldn't see why not
117,693,Will this work on a toddler crib mattress that is on the floor?,Annie -- it should work but wont have any thing to connect too-- just the weight of the bed will hold it in place.  When it's on the metal frame in bolts on.
117,694,Has anybody used it with a Sorelle Princeton Crib? Does it work well?,Yes I have that crib. Works great with it.
117,695,does the matress comes w,No.
118,696,Does this have a mesh top (is it fully enclosed when zipped)? I looking for something that keeps the mosquito,No.  There is a mosquito cover available but you have to purchase it separately.  You can also get a UV Sun Shade which is what we bought with it and it fully covers the tops and would keep the mosquito's away.  We've ended up setting this Gocrib up in our house as a play area for our daughter.  She loves it!
118,697,Will this product work for a two year old?,"We've used portable crib, on a trip since he turned 2 years old, only for sleeping at night, because he can climb out of it now."
118,698,What are the dimensions of the whole crib once fully inflated?,"Hi, I don't know them, I just know the inflatable pad is a pack-n-play standard size. You should check the manufacturer weboage guavafamily.com"
119,699,Does it come with the infant insert?,No.  I'm not sure that there is an available insert for this carrier. I'm sorry to not be of more help!
119,700,I have a two week old newborn. The leg part on this carrier just doesn't seem comfortable for him. Does anyone use this with their newborns?,I personally didn't use mei tai carriers til my baby was older. There's ways to use it with a newborn. Check out thebabywearer.com
119,701,Does this come with a hood?,"Yes, it has a hood that snaps on."
119,702,Is there a difference between this carrier and the Infantino Mei Tai Sash? The only thing I can see is the reversible design panel.,"By comparing these two carriers one of the difference that catches my eye is that with the Sash you can wear you baby on the hip.  The Infantino Ecosash has \'3 carrying positions let baby face-in, face-out or ride like a backpack. \'thttp://www.infantino.com/product.cfm?product_id=1590 while the Sash has \'3 Carrying Positions Grow with Baby: Facing-in cozy time, Hip hugging and Backpack exploring.\' http://www.infantino.com/product.cfm?product_id=1198 ."
120,703,Is there a weight limit on the joey toddler seat? All I can find is \'for children of all ages\'.,"The seat says max weight in Joey seat is 44lbs. Hope that helps! We have loved it for our three kids ages, 3,2 and 10 months."
120,704,Is the Joey seat compatible with the City Mini double stroller?,"Hi, I think no, because valco baby double stroller has things to hold the Joey seat, you can check by Internet and you can ask from seller,"
120,705,Anyone tried jogging with this stroller?  How did it handle?  Thanks!!,"Get this stroller even if you don't jog, is a life saver no joke. Handles really really smoothly and I am a small lady. Like ANY jogger stroller straight is easiest but turns are handled well. All train for sure, works great on bumps, always have a tire pump just in case though."
120,706,Can a car seat for newborn fit in the stroller while the joey seat attachment is on?,You can't use the car seat bar with the joey seat. I put my newborn twins in the seats with blankets and they sit in it great.
120,707,Is this the new model of the seat with the higher back?,Yes it has a high back
120,708,Does the stroller fold with the Joey seat attached?,No.  the Joey seat must be removed to fold the stroller
120,709,Can you use this toddler seat on the valco twin run about model year 2006?,"Yes right now I'm using for my 2 years old son, it's very good, but when we are out side maybe he slept,  seats back cannot go down, he has to seat and sleep, but it's helping, for three kids :)"
121,710,We already own this set and are considering purchasing another. Will having 2 baby monitors in the same house cause interference?,"As Long as they are not directly across from one another, you will be a ok"
121,711,We have a sound machine in baby's room.  Does this monitor block out ambient noise and detect variable noise (baby cries) in the room,My son also has a music and projector in his room anf when he cries I hear him like he was right next to the monitor and they are both plugged into the same outlet and next to each other
121,712,I keep asking the same thing - does each unit pictured come with its own 110 volt power supply?. if so PUT EVERYTHING INCLUDED IN THE  PICTURE.,Yes it does.  The remotes can be used without the power cord.  Just charge it every once in awhile.  It will start beeping to let you know it needs a charge.
